Key;Type;Desc;English;Spanish;Italian;;;
Quote217;Text;Description (optional);The greatest beauty in you is that if you become sacred, your price will go up. If you want to protect your future, never act cheap. If you want to be free, never control anything—it will drag you to death. If you want to be respected, never nag. And if you want to be loved, then deliver. Let your words mean what you say.|Yogi Bhajan|34884;La belleza mas grande en ti es que si te conviertes en alguien sagrado, aumentara tu precio. Si quieres proteger tu futuro, nunca actúes de manera barata. Si quieres ser feliz, nunca controles nada – eso te arrastraría hacia la muerte. Si quieres ser respetado, nunca fastidies. Y si quieres ser amado, entonces entrega. Deja que tus palabras signifiquen exactamente lo que quieres decir.|Yogi Bhajan|34884;"La più grande bellezza in voi è che se diventate sacri, il vostro prezzo crescerà. Se desiderate proteggere il vostro futuro, non agite mai a basso prezzo. Se volete essere liberi, non controllate mai nulla; ciò vi trascinerà alla morte. Se volete essere rispettati, non tormentate. E se volete essere amati, siatene all'altezza. Lasciate che le vostre parole significhino quello che dite. |Yogi Bhajan|34884";;;
Quote218;Text;Description (optional);At a solstice you have to break your patterns. You are here to go through certain changes. And you cannot live intellectually all your life. You have to live by the power of your soul. |Yogi Bhajan|26833;En un solsticio debes de romper tus patrones. Estas aquí para atravesar ciertos cambios. Y no puedes vivir intelectualizando toda tu vida. Tienes que vivir a través del poder de tu alma.|Yogi Bhajan|26833;In un solstizio dovete rompere i vostri schemi. Siete qui per attraversare alcuni cambiamenti. E non potete vivere intellettualmente per tutta la vita. Dovete vivere secondo la forza della vostra anima. |Yogi Bhajan|26833;;;
Quote219;Text;Description (optional);People who are aware of how to communicate are either saints, or they are those who have good in their hearts for others because they talk with compassion. Otherwise you talk only with a passion. If you talk with a passion, you are trying to make a point. You don’t care hell or heaven what the other person’s point may be. -KRI Conscious Communication Manual|Yogi Bhajan|;Las personas que son conscientes del como comunicar son santos, o bien son aquellos que llevan dentro de su corazón el bien hacia los demás porque hablan con compasión. De otro modo hablas solamente con pasión. Si hablas con pasión, estas haciendo énfasis en tu punto de vista. No te importa en lo mas mínimo cual pueda ser el punto de vista de la otra persona. -KRI Manual de Comunicación Consciente|Yogi Bhajan|;Le persone che sono consapevoli di come comunicare sono sante, o sono coloro che hanno del buono nel loro cuore per gli altri, perché parlano con compassione. Altrimenti, voi parlate solo con passione. Se parlate con passione, state cercando di perseguire un fine. Non vi importa affatto del fine dell'altra persona. - Manuale di Comunicazione Consapevole KRI|Yogi Bhajan|;;;
Quote220;Text;Description (optional);"Speak truthfully; speak simply, straightforwardly and with a smile. Never try to impress others; try to impress yourself. Find happiness within you. Find an attitude of gratitude. Be happy for what God has given you. All happiness will come to you if you are happy. Happiness will come to you because happiness wants to go where happiness is. |Yogi Bhajan|33502";"Habla con la verdad; habla con simpleza, directamente y con una sonrisa. Nunca intentes impresionar a los demás; intenta impresionarte a ti mismo. Encuentra la felicidad dentro de ti. Encuentra una actitud de gratitud. Se feliz por lo que Dios te ha dado. Toda la felicidad vendrá hacia ti si eres feliz. La felicidad vendrá hacia ti porque la felicidad va hacia donde la felicidad se encuentra. |Yogi Bhajan|33502";"Dite la verità; parlate semplicemente, in maniera diretta e con un sorriso. Non tentate mai di impressionare gli altri; cercate di impressionare voi stessi. Trovate la felicità dentro di voi. Trovate un'attitudine di gratitudine. Siate felici per quello che Dio vi ha dato. Tutta la felicità verrà a voi se siete felici. La felicità verrà a voi perché la felicità vuole andare dov'è la felicità. |Yogi Bhajan|33502";;;
Quote221;Text;Description (optional);Drop your prejudice against yourself- Number One. Drop your limitation against yourself and drop your insecurities against yourself. Drop yourself unto the Altar of the Creator. You will never need an alternative. God shall come through in your case, in person. |Yogi Bhajan|35543;Deja caer tus prejuicios contra ti mismo – Numero uno. Suelta las limitaciones que tu mismo te has impuesto y suelta las inseguridades que tu mismo te impusiste. Déjate caer en el Altar del Creador. Nunca necesitaras otra alternativa. Dios se abrirá paso hacia ti y hacia tu situación, en persona.|Yogi Bhajan|35543;Lasciate cadere il vostro pregiudizio nei confronti di voi stessi, Punto primo. Lasciate cadere la vostra limitazione nei confronti di voi stessi e lasciate cadere le vostre insicurezze nei confronti di voi stessi. Lasciatevi cadere sull'Altare del Creatore. Non avrete mai bisogno di un'alternativa. Al bisogno, Dio verrà a voi, di persona. |Yogi Bhajan|35543;;;
Quote222;Text;Description (optional);People say mind is not this, mind is not that. Anybody who starts doing alternative nostril breathing, mind shall not move. Try it sometime. When you are thinking so much and you are very worried and the mind will go, find where your mind is. It will become non-existent. |Yogi Bhajan|35603;La gente dice que la mente no es esto, la mente no es lo otro. Cualquiera que comienza a practicar la respiración alternando las fosas nasales logra que su mente no se mueva. Intentado algún día. Cuando estés pensando demasiado y que estés muy preocupado y que la mente este desatada, encuéntrala donde quiera que este. Se volverá inexistente.|Yogi Bhajan|35603;Dicono che la mente non è questo, la mente non è quello. Chiunque inizi a praticare la respirazione a narici alternate, avrà una mente stabile. Provateci. qualche volta. Quando pensate troppo e siete tanto preoccupati e la mente sfugge, trovate dove si trova la vostra mente. Essa diventerà inesistente. |Yogi Bhajan|35603;;;
Quote223;Text;Description (optional);That word which brings a mind to a discipline to support you is called “Mantra.” Man-Tra: to bring discipline to the mind. |Yogi Bhajan|31953;Aquella palabra que propone una disciplina a la mente con el fin de  apoyarte se llama  «Mantra.» Man-Tra: disciplinar a la mente.|Yogi Bhajan|31953;"La parola che porta la mente a una disciplina per sostenervi è definita ""Mantra"". Man-Tra: portare la disciplina nella mente. |Yogi Bhajan|31953";;;
Quote224;Text;Description (optional);We feel that money is wealth - that is not true. Wealth means character, characteristics, straightforwardness, honesty, courage—these are all values. This is all called wealth. We gather together money with the idea that what we cannot get otherwise, we will buy. Well, you cannot buy courage, you cannot buy character. This is what humans have failed to learn. |Yogi Bhajan|37619;Sentimos que el dinero es la riqueza – eso no es verdad. La riqueza significa carácter, características, franqueza, honestidad, valor – esos son los valores. A eso se le llama riqueza. Mezclamos el dinero con la idea de que, lo que no podemos conseguir de otro modo, lo compraremos. Bueno, pues no puedes comprar valentía, no puedes comprar carácter. Esto es lo que los seres humanos no han logrado entender.|Yogi Bhajan|37619;Noi riteniamo che il denaro sia la ricchezza - il che non è vero. Benessere significa carattere, caratteristiche, franchezza, onestà, coraggio - questi sono tutti i valori. Tutto questo si chiama ricchezza. Noi accumuliamo denaro con l'idea che ciò che non possiamo ottenere altrimenti, lo compreremo. Beh, non è possibile acquistare il coraggio, non è possibile acquistare il carattere. Questo è ciò che gli esseri umani non sono riusciti a imparare.|Yogi Bhajan|37619;;;
Quote225;Text;Description (optional);Why won’t you be as God made you to be? Why won’t you just go and be who you are? Why not recognize your reality rather than pretend and project differently than you are? -The Mind|Yogi Bhajan|;¿Porque no eres como Dios te dice que seas? ¿Porque no solo sigues adelante y te muestras tal como eres? ¿Porque no reconocer tu realidad en vez de fingir y proyectarte distinto a lo que eres ? - La Mente|Yogi Bhajan|;"Perché non volete essere come Dio vi ha fatto per essere? Perché semplicemente non andate e siete quelli che siete? Perché non riconoscete la vostra realtà piuttosto che fare finta e proiettare in maniera diversa da quello che siete? - Libro ""La Mente""|Yogi Bhajan|";;;
Quote226;Text;Description (optional);When the whole world falls, you must stand as a lighthouse. When there comes a great, great destructive typhoon of temptation, you must bless it and walk out of it.|Yogi Bhajan|35543;Cuando el mundo entero caiga, tu debes de permanecer como un faro luminoso. Cuando veas venir un gran gran tifón de tentación, bendícelo y retírate de su presencia.|Yogi Bhajan|35543;Quando tutto il mondo cade, dovete rimanere dritti come un faro. Quando arriva un tifone davvero disastroso di tentazione, deve benedirlo e venirne fuori. |Yogi Bhajan|35543;;;
Quote227;Text;Description (optional);We have to become reservoirs of energy. Our words, our sight, our presence should be in a position to change the frequency of a person who needs the jump-start. Do it with words, with touch, with sight and with prayer. It’s the same thing. It doesn’t matter what condition you are in. But it does matter how precise and clear you are to lift up the other person.|Yogi Bhajan|37064;"Tenemos que convertirnos en depósitos de energía. Nuestras palabras, nuestra vista y nuestra presencia deben de estar posicionados de modo que puedan cambiar la frecuencia de una persona que necesite un impulso para empezar. Hazlo con palabras, con tacto, con la vista y con la oración. Es lo mismo. No importa la condición en la que estés. Lo que importa es cuan claro y preciso eres para elevar al otro.
|Yogi Bhajan|37064";"Voi dovete diventare serbatoi di energia. Le nostre parole, il nostro sguardo, la nostra presenza dovrebbe essere nella posizione di cambiare la frequenza di una persona che ha bisogno di ""ripartire"". Fatelo con le parole, con il tocco, con lo sguardo e con la preghiera. È la stessa cosa. Non importa in che condizioni siate. Ma conta quanto precisi e chiari siete per risollevare l'altra persona. |Yogi Bhajan|37064";;;
