Key;Type;Desc;Author;Date;English;Spanish;Italian;German;Portuguese;French
242;Text;;Yogi Bhajan;2/1/1994;"There is no way you can reject the body, because only through the body can you experience. There is no way you can clog up your mind; through the mind you can have the wish of the soul. There is no way you can have a relationship with God and not have a relationship with your soul. ";No hay manera de que puedas rechazar el cuerpo, porque sólo a través del cuerpo puedes experimentar.  No hay manera de que puedas taponear tu mente, a través de la mente puedes tener el deseo del alma.  No hay manera de que puedas tener una relación con Dios y que no tengas una relación con tu alma.;;"Es gibt keine Möglichkeit, den Körper abzulegen, denn nur in diesem Körper können wir diese Erfahrung machen.
Es gibt keine Möglichkeit, den Geist zu stoppen, nur durch den Geist können wir die Wünsche unserer Seele äußern.
Es gibt keine Möglichkeit, eine Beziehung zu Gott zu haben, ohne eine Beziehung zu unserer Seele zu haben.";"Não há saída se você rejeitar o corpo, porque somente através do corpo você pode experimentar. Não há saída se você obstruir sua mente; através da mente pode ter a vontade da alma. Não há maneira de ter um relacionamento com Deus e não ter um relacionamento com sua alma. ";Il n’est pas possible que vous rejetiez le corps, c’est seulement par le corps que vous pouvez expérimenter. Il n’est pas possible que vous obstruiez le mental, c’est au travers du mental que vous pouvez désirer l’âme. Et il n’est pas possible d’avoir une relation avec Dieu sans avoir une relation avec votre âme. 
243;Text;;Yogi Bhajan;5/8/1975;"We use our children for security, then they use us for security, and life is a mess. Give children their own security; God and Truth. Give them the true identity of themselves and you will have angels on this Earth. ";"Usamos a nuestros hijos por seguridad, y ellos nos usan por seguridad, y la vida es un lío.  Dale a los niños su propia seguridad; Dios y la Verdad.  Dales la identidad verdadera de ellos mismos y tendrás ángeles sobre esta tierra.";;"Wir benutzen unsere Kinder für unsere Sicherheit, und  sie benutzen uns für ihre Sicherheit. Das Leben  ist ein Durcheinander. Gebt Kindern ihre eigene Sicherheit; gebt ihnen Gott und Wahrheit. Gebt ihnen die wahre Identität ihres Selbst und  ihr werdet Engel auf dieser Erde haben.";"Usamos nossas crianças para segurança, então eles nos usam para segurança, e a vida é uma confusão. Dê às crianças a própria segurança deles; Deus e Verdade. Dê a eles a verdadeira identidade de si mesmos e você terá anjos nesta Terra. ";"Nous utilisons nos enfants pour la sécurité, après ils nous utilisent pour la sécurité et la vie est un gâchis. Donnez aux enfants leur propre sécurité; Dieu et la vérité. Donnez-leur leur véritable identité et vous aurez des anges sur cette terre."
244;Text;;Yogi Bhajan;20/1/1999;Nobody in his personal identity can find Infinity. But everybody who is in love, and guides and goads themselves with a discipline, shall definitely reach that ultimate end of life. That is self-fulfillment. And when you are self fulfilled then you have gratitude. And that attitude will bring you prosperity. ;Nadie en su identidad personal puede encontrar la Infinitud.  Pero todos quienes están enamorados, y se guían y azuzan a sí mismos con disciplina, alcanzarán definitivamente ese fin fundamental de la vida.  Esa es la auto satisfacción.  Y cuando estás auto satisfecho, entonces tienes gratitud.  Y esa actitud te traerá prosperidad.;;Eingesponnen in deiner Individualität bleibt dir die Tür zur Unendlichkeit verschlossen. Aber auf den Schwingen der Liebe, inspiriert und organisiert von der eigenen Disziplin, wirst du mit Sicherheit das Ziel des Lebens erreichen. Das ist Selbstverwirklichung.  Selbsterfüllt bist du voller Dankbarkeit. In diesem Zustand steht dir die Tür zu allem himmlischen Reichtum weit offen.;Ninguém na sua identidade pessoal pode encontrar o Infinito. Mas todos que estão enamorados, e guiam e provocam a si mesmos com uma disciplina, deverão definitivamente alcançar o fim supremo da vida. Isso é auto realização. E quando você se sente realizado, você tem gratidão. E essa atitude irá trazer-lhe prosperidade. ;Personne ne peut trouver l’infini dans son identité personnelle. Mais tous ceux qui s’aiment, se guident et s’encouragent avec disciple, atteindront certainement cette étape ultime de la vie. C’est l’accomplissement de soi. Et quand vous êtes accomplis alors vous avez de la gratitude. Et cette attitude vous apportera la prospérité.
245;Text;;Yogi Bhajan;The Master’s Touch;"I tell you today and I’ll tell you tomorrow and I’ll tell you every day: You have only one friend – your discipline, which will give you all that you need. The rest are all promises. 
";Te lo digo hoy y te lo voy a decir mañana y te lo diré todos los días: tienes un solo amigo-tu disciplina, que te dará todo lo que necesitas.  El resto son puras promesas. ;;Ich sage dir heute und ich werde es dir morgen sagen und jeden weiteren Tag: Du hast nur einen Freund, das ist deine Disziplin, die dir alles geben wird, was du brauchst. Der Rest sind nur leere Versprechungen.;Eu lhe digo hoje e lhe digo amanhã e direi todos os dias: você só tem um amigo – sua disciplina, que lhe dará tudo que necessita. O resto é tudo promessas.  ;Je vous le dis aujourd'hui et je vous le dirai demain et tous les jours: Vous avez seulement un ami, votre discipline, qui vous donnera tout ce dont vous avez besoin. Le reste n'est que des promesses. 
246;Text;;Yogi Bhajan;Science of Keeping Up;"The physical body is a temple. Take care of it. 
The mind is energy. Regulate it. The soul is the projection. Represent it. All knowledge is false if the soul is not experienced in the body. ";El cuerpo físico es un templo.  Cuídalo.  La mente es energía.  Regúlala.  El alma es la proyección.  Represéntala.  Todo conocimiento es falso si es que el alma no es experimentada en el cuerpo.;;Der Körper ist ein Tempel. Passe gut auf ihn auf. Der Verstand ist Energie. Reguliere sie. Die Seele ist die Projektion. Repräsentiere sie. Alles Wissen ist falsch, solange die Seele nicht im Körper erfahren wird.;O corpo físico é um templo. Tome conta dele. A mente é energia. Regule-a. a alma é projeção. Represente-a. Todo conhecimento é falso se a alma não é vivenciada no corpo. ;Le corps physique est un temple. Prenez-en soin. L'esprit est l'énergie. Réglementez-le. L'âme est la projection. Représentez là. Toutes les connaissances sont fausses si l'âme n'est pas expérimentée dans le corps. 
247;Text;;Yogi Bhajan;The Teachings of Yogi Bhajan;The mind should dance with the body, and the whole universe is your stage. Try to feel that whatever you are doing is the most beautiful thing, the prettiest dance, because you are dancing with the whole universe. Don’t resent anything. Let your heart guide you, free of all regimentation. ;La mente debiera danzar con el cuerpo, y el universo entero es tu escenario.  Trata de sentir que lo que sea que estés haciendo es la cosa más hermosa, la más bonita danza, porque estás danzando con el universo entero.  No resientas nada.  Deja que tu corazón te guíe, libre de toda reglamentación.;;"Der Geist muß mit dem Körper tanzen und das ganze Universum ist die Tanzfläche. Fühle einmal, dass das, was du tust, die schönste Sache der Welt ist, ein phantastischer Tanz. 
Du tanzt mit dem ganzen Universum. Ärgere dich nicht. Vertraue der freien Führung deines Herzens.  
";A mente deveria dançar com o corpo e o universo inteiro é seu palco. Tente sentir que o que quer que esteja fazendo é a coisa mais bonita do mundo, a dança mais linda, porque está dançando com o universo inteiro. Não se ressinta de nada. Deixe que seu coração lhe guie, livre de toda arregimentação. ;Le mental doit danser avec le corps et l’univers tout entier doit être votre scène. Essayez de ressentir que ce que vous faites est la plus belle des choses, la plus jolie danse, parce que vous dansez avec l’univers tout entier. Ne regrettez rien. Laissez votre coeur vous guider, libre de toute discipline excessive. 
248;Text;;Yogi Bhajan;14/4/1997;Old age needs wisdom and grace. The beauty of old age is not how rich you are. You’ll always be rich if you are wise. The world will be at your feet. ;La vejez requiere de sabiduría y gracia.  La belleza de la vejez no es qué tan rico eres.  Tú siempre serás rico si es que eres sabio.  El mundo estará a tus pies. ;;Hohes Alter braucht Weisheit und Anmut. Die Schönheit hohen Alters liegt nicht im Reichtum. Du bist immer reich, wenn du weise bist. Die Welt wird dir zu Füßen liegen.;Idade avançada necessita de graça e sabedoria. A beleza da idade avançada não é quão rico você é. Você sempre será rico se for sábio. O mundo estará a seus pés. ;La vieillesse a besoin de sagesse et de grâce. La beauté de la vieillesse n’est pas dans votre richesse. Vous serez toujours riche si vous êtes sage. Le monde sera à vos pieds. 
249;Text;;Yogi Bhajan;13/4/1998;May you fall in love with your beauty, grace, honor, courage and strength. ;Ojalá te enamores de tu belleza, tu gracia, tu honor, tu coraje y tu fuerza.;;Mögest du dich in deine Schönheit, Anmut, Würde, deinen Mut und deine Stärke verlieben.;Que você possa se apaixonar por sua beleza, graça, honra, coragem e força. ;Puissiez-vous tomber amoureux de votre beauté, de votre grâce, de votre honneur, de votre courage et de votre force. 
250;Text;;Yogi Bhajan;8/7/1993;Every calamity is the test of our reality. Never be afraid of it. Whenever you face calamity with your reality, you shall win, because God shall be on your side. ;"
Toda calamidad es la prueba de nuestra realidad.  Nunca estés asustado de ella.  Cuando sea que encares al calamidad con tu realidad, habrás de ganar, porque Dios habrá de estar de tu lado.";;"Jedes  Unglück testet die Realität deiner Gottverwirklichung. 
Habe niemals Angst davor. Immer wenn du einem Unglück mit der Realität deiner Gottverwirklichung begegnest, wirst du gewinnen, denn Gott wird auf deiner Seite sein.
";Toda calamidade é o teste da nossa realidade. Nunca tenha medo disso. Sempre que enfrentar calamidade com a sua realidade, você vencerá, porque Deus deverá estar ao seu lado.;Chaque calamité est un test de notre réalité. N’en soyez jamais effrayé. Chaque fois que vous ferez face aux calamités avec votre réalité, vous gagnerez, parce que Dieu sera à vos côtés. 
251;Text;;Yogi Bhajan;12/11/2000;The greatest weakness of the human is self-caused pain. When a human betrays his infinity and gets into non-reality, and becomes squeezed by time and space, then he is nothing but living pain. ;La mayor debilidad del humano es el dolor auto inflingido.  Cuando un humano traiciona su infinito y entra en no-realidad, y se vuelve apretado por el tiempo y el espacio, entonces no es más que dolor viviente.;;Die größte Schwäche der Menschen ist es, ihre Schmerzen. selbst zu erzeugen Wenn ein Mensch seine eigene Transzendenz verleugnet und in die Nichtrealität geht, gerät er unter den Druck von Zeit und Raum und dann bleibt nichts als lebendiger Schmerz.;A maior fraqueza do humano é dor auto causada. Quando um humano trai seu infinito e entra na irrealidade e torna-se espremido pelo tempo e espaço, então ele não é nada mais do que dor vivendo.  ;La plus grande faiblesse de l’homme est sa propre souffrance. Quand l’homme trahit son infinité et entre dans l’irréalité, il est pressuré par le temps et l’espace et ne devient rien d’autre qu’une douleur vivante. 
